product_title,product_image,pack_size,price_per_unit,price
Choceur Dark Peppermint 205g,https://www.aldi.com.au/fileadmin/_processed_/f/c/csm_ALN3510_Q3_CHOCOLATE_1x1_228x128_21_4ddf3cf90b.jpg,,$1.46 per 100g,2.99
Hazelnut Crème Mini Chocolate Bars 5 x 40g,https://www.aldi.com.au/fileadmin/_processed_/e/3/csm_ALN3510_Q3_CHOCOLATE_1x1_228x128__7caa235cb2.jpg,5pk,$1.50 per 100g,2.99
Milk Mini Chocolate Bars 5 x 40g,https://www.aldi.com.au/fileadmin/_processed_/e/0/csm_ALN3510_Q3_CHOCOLATE_1x1_228x128_2_ff1ca3d5ab.jpg,5pk,$1.50 per 100g,2.99
Dark Mini Chocolate Bars 5 x 40g,https://www.aldi.com.au/fileadmin/_processed_/f/a/csm_ALN3510_Q3_CHOCOLATE_1x1_228x128_3_cd0e377328.jpg,5pk,$1.50 per 100g,2.99
White Mini Chocolate Bars 5 x 40g,https://www.aldi.com.au/fileadmin/_processed_/e/1/csm_ALN3510_Q3_CHOCOLATE_1x1_228x128_4_47f0fbaaa1.jpg,5pk,$1.50 per 100g,2.99
Hazelnut Mini Chocolate Bars 5 x 40g,https://www.aldi.com.au/fileadmin/_processed_/5/f/csm_ALN3510_Q3_CHOCOLATE_1x1_228x128_5_402f3eb5d0.jpg,5pk,$1.50 per 100g,2.99
Marzipan Mini Chocolate Bars 5 x 40g,https://www.aldi.com.au/fileadmin/_processed_/0/9/csm_ALN3510_Q3_CHOCOLATE_1x1_228x128_6_82add6b040.jpg,5pk,$1.50 per 100g,2.99
Choceur Mountain Bar 100g,https://www.aldi.com.au/fileadmin/_processed_/5/c/csm_ALN2230_Q1_CHOCOLATE_1x1_228x128__b9f35aa6ba.jpg,,$1.99 per 100g,1.99
Moser Roth Orange & Almond Chocolate Block 125g,https://www.aldi.com.au/fileadmin/_processed_/f/7/csm_ALN3510_Q3_CHOCOLATE_1x1_228x128_7_435324dd3d.jpg,,$2.39 per 100g,2.99
Moser Roth Dark Hazelnut Chocolate Block 125g,https://www.aldi.com.au/fileadmin/_processed_/0/d/csm_ALN3510_Q3_CHOCOLATE_1x1_228x128_8_4e422a7cc9.jpg,,$2.39 per 100g,2.99
Moser Roth Dark 70% Chocolate Block 125g,https://www.aldi.com.au/fileadmin/_processed_/5/0/csm_ALN3510_Q3_CHOCOLATE_1x1_228x128_9_8f684a3a96.jpg,,$2.39 per 100g,2.99
Moser Roth Dark 85% Chocolate Block 125g,https://www.aldi.com.au/fileadmin/_processed_/e/9/csm_ALN3510_Q3_CHOCOLATE_1x1_228x128_10_9d3e98ed20.jpg,,$2.39 per 100g,2.99
Moser Roth Dark Sea Salt Chocolate Block 125g,https://www.aldi.com.au/fileadmin/_processed_/2/8/csm_ALN3510_Q3_CHOCOLATE_1x1_228x128_11_83e31b4d05.jpg,,$2.39 per 100g,2.99
Moser Roth Dark Mint Chocolate Block 125g,https://www.aldi.com.au/fileadmin/_processed_/d/5/csm_ALN3510_Q3_CHOCOLATE_1x1_228x128_12_ebbd3a2695.jpg,,$2.39 per 100g,2.99
Moser Roth Dark Raspberry Almond Chocolate Block 125g,https://www.aldi.com.au/fileadmin/_processed_/8/3/csm_ALN3510_Q3_CHOCOLATE_1x1_228x128_13_6b40394e81.jpg,,$2.39 per 100g,2.99
Moser Roth Dark Sea Salt Caramel Chocolate Block 125g,https://www.aldi.com.au/fileadmin/_processed_/0/7/csm_ALN3510_Q3_CHOCOLATE_1x1_228x128_14_c05bf9a849.jpg,,$2.39 per 100g,2.99
Just Organic Large Free Range Eggs 6 Pack 300g,https://www.aldi.com.au/fileadmin/_processed_/7/9/csm_ALN2670_Q1_WEB_AUDIT__DAIRY_EGGS__1x1_228x128_5_34abfa032d.jpg,6pk,$1.33 per 100g,3.99
Beautifully Butterfully Dairy Blend 500g,https://www.aldi.com.au/fileadmin/_processed_/f/7/csm_ALN3077_DAIRY-EGGS_1x1_228x128_2_e706ebcac0.jpg,,70c per 100g,3.49
Just Organic Butter 250g,https://www.aldi.com.au/fileadmin/_processed_/6/6/csm_ALN2793_CHEESE_DAIRY_AWARDS_1x1_228x128__5f67d91c82.jpg,,$1.44 per 100g,3.59
Beautifully Butterfully Salted Butter 250g,https://www.aldi.com.au/fileadmin/_processed_/9/b/csm_ALN3354_Q2-WEB-AUDIT_1x1_228x128_14_46ce93b7ec.jpg,,$1.12 per 100g,2.79
Beautifully Butterfully Unsalted Butter 250g,https://www.aldi.com.au/fileadmin/_processed_/b/d/csm_ALN3354_Q2-WEB-AUDIT_1x1_228x128_15_d10b6bb146.jpg,,$1.12 per 100g,2.79
Beautifully Butterfully Salted Butter 500g,https://www.aldi.com.au/fileadmin/_processed_/3/9/csm_ALN3354_Q2-WEB-AUDIT_1x1_228x128_13_dd3fbe5bbc.jpg,500g,$1.00 per 100g,4.99
Beautifully Butterfully Unsalted Butter 500g,https://www.aldi.com.au/fileadmin/_processed_/5/8/csm_ALN3354_Q2-WEB-AUDIT_1x1_228x128_12_182bb4737e.jpg,500g,$1.00 per 100g,4.99
Beautifully Butterfully Caterer’s Selection Buttery Spread 1kg,https://www.aldi.com.au/fileadmin/_processed_/6/4/csm_ALN3354_Q2-WEB-AUDIT_1x1_228x128_16_5126aa3593.jpg,1kg,40c per 100g,3.99
Emporium Selection Ash Brie 150g,https://www.aldi.com.au/fileadmin/_processed_/2/3/csm_ALN2793_CHEESE_DAIRY_AWARDS_1x1_228x128_7_49255c4472.jpg,,$29.93 per kg,4.49
Emporium Selection Double Cream Camembert 200g,https://www.aldi.com.au/fileadmin/_processed_/b/8/csm_ALN2364_AWARDS_CHEESE_1x1_228x128_2_1144bfa615.jpg,,$22.45 per kg,4.49
Emporium Selection Triple Cream Brie 200g,https://www.aldi.com.au/fileadmin/_processed_/9/5/csm_ALN2364_AWARDS_CHEESE_1x1_228x128_3_c81c34a3e7.jpg,,$22.45 per kg,4.49
Emporium Selection Camembert 125g,https://www.aldi.com.au/fileadmin/_processed_/b/0/csm_ALN2364_AWARDS_CHEESE_1x1_228x128_4_63d9773acf.jpg,,$21.52 per kg,2.69
Emporium Selection Brie 125g,https://www.aldi.com.au/fileadmin/_processed_/b/0/csm_ALN2364_AWARDS_CHEESE_1x1_228x128_5_9bfbfcabf7.jpg,,$21.52 per kg,2.69
Emporium Selection Persian Fetta 180g,https://www.aldi.com.au/fileadmin/_processed_/1/4/csm_ALN2364_AWARDS_CHEESE_1x1_228x128_6_344e6445f9.jpg,,$16.61 per kg,2.99
Emporium Selection Danish Style Fetta Cheese 200g,https://www.aldi.com.au/fileadmin/_processed_/5/c/csm_ALN2853_AWARDS_CHEESE_1x1_228x128__55f37d65bc.jpg,,$13.45 per kg,2.69
Emporium Selection Greek Style Fetta Cheese 200g,https://www.aldi.com.au/fileadmin/_processed_/0/f/csm_ALN2853_AWARDS_CHEESE_1x1_228x128_2_a4894a4e1a.jpg,,$13.45 per kg,2.69
Westacre Colby Cheese Block 500g,https://www.aldi.com.au/fileadmin/_processed_/1/8/csm_ALN2793_CHEESE_DAIRY_AWARDS_1x1_228x128_5_9098e2447c.jpg,,$9.98 per kg,4.99
Cowbelle Original Cheese Slices 500g,https://www.aldi.com.au/fileadmin/_processed_/5/e/csm_ALN2364_AWARDS_CHEESE_1x1_228x128_11_e405598d47.jpg,,$7.38 per kg,3.69
Cowbelle Light Cheese Slices 500g,https://www.aldi.com.au/fileadmin/_processed_/9/9/csm_ALN2364_AWARDS_CHEESE_1x1_228x128_12_6d8e2bed93.jpg,,$7.38 per kg,3.69
Westacre Vintage Cheese Slices 12pk/250g,https://www.aldi.com.au/fileadmin/_processed_/6/e/csm_ALN3248_Q1_WEB-AUDIT__DAIRY_EGGS__1x1_228x128_7_837769bea3.jpg,,$15.96 per kg,3.99
Westacre Tasty Cheese Slices 250g,https://www.aldi.com.au/fileadmin/_processed_/7/c/csm_ALN2793_CHEESE_DAIRY_AWARDS_1x1_228x128_9_7f83b92ef6.jpg,,$15.96 per kg,3.99
Manhattan Cottage Cheese 500g,https://www.aldi.com.au/fileadmin/_processed_/f/5/csm_ALN2853_AWARDS_CHEESE_1x1_228x128_4_03b377115d.jpg,,$7.98 per kg,3.99
Emporium Selection Smooth Ricotta 375g,https://www.aldi.com.au/fileadmin/_processed_/1/6/csm_ALN2364_AWARDS_CHEESE_1x1_228x128_10_487a26440c.jpg,,$7.44 per kg,2.79
Emporium Selection Apricot & Almond Cream Cheese 200g,https://www.aldi.com.au/fileadmin/_processed_/7/2/csm_ALN2853_AWARDS_CHEESE_1x1_228x128_5_45551ddf4a.jpg,,$14.45 per kg,2.89
Just Organic Brie 125g,https://www.aldi.com.au/fileadmin/_processed_/c/2/csm_ALN2362_Just_Organic_Brie_125g_1x1_228x128_53fe03b357.jpg,,$31.92 per kg,3.99
Farmdale Thickened Cream 600ml,https://www.aldi.com.au/fileadmin/_processed_/d/9/csm_ALN2364_AWARDS_DAIRY_1x1_228x128_14_03712df03e.jpg,,50c per 100ml,2.99
Farmdale Thickened Light Cream 300ml,https://www.aldi.com.au/fileadmin/_processed_/1/9/csm_ALN2364_AWARDS_DAIRY_1x1_228x128_15_f5eb5d9b56.jpg,,63c per 100ml,1.89
Farmdale Double Cream 300ml,https://www.aldi.com.au/fileadmin/_processed_/4/f/csm_ALN2364_AWARDS_DAIRY_1x1_228x128_13_66f9076d8f.jpg,,$1.23 per 100ml,3.69
Farmdale Sour Cream 300ml,https://www.aldi.com.au/fileadmin/_processed_/f/1/csm_ALN2364_AWARDS_DAIRY_1x1_228x128_16_e1d1fc1d27.jpg,,70c per 100g,2.09
Moser Roth Milk Chocolate Block 125g,https://www.aldi.com.au/fileadmin/_processed_/6/8/csm_ALN3510_Q3_CHOCOLATE_1x1_228x128_15_299c6f1292.jpg,,$2.39 per 100g,2.99
Moser Roth Madagascan Vanilla Chocolate Block 125g,https://www.aldi.com.au/fileadmin/_processed_/8/c/csm_ALN3510_Q3_CHOCOLATE_1x1_228x128_16_a918819d17.jpg,,$2.39 per 100g,2.99
Moser Roth Milk Almond Hazelnut 125g,https://www.aldi.com.au/fileadmin/_processed_/4/2/csm_ALN3510_Q3_CHOCOLATE_1x1_228x128_17_1cb710fd09.jpg,,$2.39 per 100g,2.99
Just Organic Dark Chocolate with Sea Salt 100g,https://www.aldi.com.au/fileadmin/_processed_/4/0/csm_ALN2460_Q3_WEB_AUDIT_Chocolate__1x1_228x128__a35e410266.jpg,,$2.79 per 100g,2.79
Just Organic Dark Chocolate 100g,https://www.aldi.com.au/fileadmin/_processed_/5/7/csm_ALN2460_Q3_WEB_AUDIT_Chocolate__1x1_228x128_2_476e50ad91.jpg,,$2.79 per 100g,2.79
Farmdale Light Sour Cream 300ml,https://www.aldi.com.au/fileadmin/_processed_/2/9/csm_ALN2364_AWARDS_DAIRY_1x1_228x128_17_3246ca45dc.jpg,,70c per 100g,2.09
Lyttos Greek Style Natural Yogurt 2kg,https://www.aldi.com.au/fileadmin/_processed_/b/8/csm_ALN2745_Q2_WEB_AUDIT__DAIRY__1x1_228x128_2_badbe656cf.jpg,,44c per 100g,8.79
Brooklea Joi Mango Yogurt 1kg,https://www.aldi.com.au/fileadmin/_processed_/7/8/csm_ALN3510_Q3_DAIRY_1x1_228x128_2_6c6b769e53.jpg,,32c per 100g,3.19
Brooklea Joi Mixed Berry Yogurt 1kg,https://www.aldi.com.au/fileadmin/_processed_/a/c/csm_ALN3510_Q3_DAIRY_1x1_228x128_3_da6bb1d280.jpg,,32c per 100g,3.19
Brooklea Family Lite Yogurt 1kg,https://www.aldi.com.au/fileadmin/_processed_/5/d/csm_ALN3248_Q1_WEB-AUDIT__DAIRY_EGGS__1x1_228x128_3_34f72b9000.jpg,,30c per 100g,err
Just Organic Natural Yogurt 1kg,https://www.aldi.com.au/fileadmin/_processed_/e/7/csm_ALN3510_Q3_AWARDS_DAIRY_1x1_228x128_14_72056d61fb.jpg,,45c per 100g,4.49
Just Organic Vanilla Bean Yogurt 1kg,https://www.aldi.com.au/fileadmin/_processed_/b/8/csm_ALN3510_Q3_AWARDS_DAIRY_1x1_228x128_15_b3d774e98e.jpg,,45c per 100g,4.49
Dairy Dream Blueberry Fruit Swirled Yogurt 720g,https://www.aldi.com.au/fileadmin/_processed_/2/f/csm_ALN3510_Q3_DAIRY_1x1_228x128_4_c595d7f952.jpg,,55c per 100g,3.99
Dairy Dream Greek Style Yogurt No Added Sugar 750g,https://www.aldi.com.au/fileadmin/_processed_/4/5/csm_ALN3248_Q1_WEB-AUDIT__DAIRY_EGGS__1x1_228x128_1_0427fb4f3e.jpg,,63c per 100g,4.69
Dairy Dream Premiere Passionfruit Yogurt 4 x 115g,https://www.aldi.com.au/fileadmin/_processed_/7/4/csm_ALN3248_Q1_WEB-AUDIT__DAIRY_EGGS__1x1_228x128_2_871d7f87c6.jpg,,72c per 100g,3.29
Brooklea Joi Deluxe Yogurt Classics 6 x 150g,https://www.aldi.com.au/fileadmin/_processed_/0/0/csm_ALN3510_Q3_DAIRY_1x1_228x128_5_a8805de169.jpg,,39c per 100g,3.49
Brooklea Yogurt Squishies 70g,https://www.aldi.com.au/fileadmin/_processed_/f/1/csm_ALN2745_Q2_WEB_AUDIT__DAIRY__1x1_228x128_1_1439e01874.jpg,ea,99c per 100g,0.69
Just Organic Yogurt Assorted Varieties 70g,https://www.aldi.com.au/fileadmin/_processed_/1/5/csm_ALN3510_Q3_DAIRY_1x1_228x128__a242f7370e.jpg,70g,$1.41 per 100g,0.99
Brooklea Stampede Chocolate Dairy Snack 12 x 100g,https://www.aldi.com.au/fileadmin/_processed_/1/4/csm_ALN2364_AWARDS_DAIRY_1x1_228x128_35_21ef462764.jpg,,37c per 100g,4.49
Food Envy Chocolate Mousse 2 x 62g,https://www.aldi.com.au/fileadmin/_processed_/7/e/csm_ALN3248_Q1_WEB-AUDIT__DAIRY_EGGS__1x1_228x128_4_e3a0ee5c70.jpg,,$1.85 per 100g,2.29
Food Envy Chocolate Mousse with Salted Caramel 2 x 62g,https://www.aldi.com.au/fileadmin/_processed_/1/b/csm_ALN3248_Q1_WEB-AUDIT__DAIRY_EGGS__1x1_228x128_5_edbf29aec3.jpg,,$1.85 per 100g,2.29
Food Envy Crème Caramel 2 x 150g,https://www.aldi.com.au/fileadmin/_processed_/f/1/csm_ALN3248_Q1_WEB-AUDIT__DAIRY_EGGS__1x1_228x128_6_07c958019c.jpg,,66c per 100g,1.99
Brooklea Vanilla Custard 1kg,https://www.aldi.com.au/fileadmin/_processed_/6/6/csm_ALN2364_AWARDS_DAIRY_1x1_228x128_19_2d59258468.jpg,,30c per 100g,2.99
Food Envy Sweet Crepes 8pk/480g,https://www.aldi.com.au/fileadmin/_processed_/e/0/csm_ALN3354_Q2-WEB-AUDIT_1x1_228x128_17_73f0b20c55.jpg,8pk,83c per 100g,3.99
Food Envy Mini Dutch Pancakes 250g,https://www.aldi.com.au/fileadmin/_processed_/3/7/csm_ALN3354_Q2-WEB-AUDIT_1x1_228x128_18_6fb664c9f3.jpg,250g,$1.60 per 100g,3.99
Food Envy Rice Pudding Vanilla Bean 2 x 170g,https://www.aldi.com.au/fileadmin/_processed_/f/c/csm_ALN3354_Q2-WEB-AUDIT_1x1_228x128_19_223a4235f9.jpg,340g,59c per 100g,1.99
Food Envy Italian Family Desserts 500g,https://www.aldi.com.au/fileadmin/_processed_/6/7/csm_ALN3354_Q2-WEB-AUDIT_1x1_228x128_20_ef22d1b70f.jpg,500g,$1.00 per 100g,4.99
